col_start_dt,subscriberid,simserial,deviceid,col_end_dt,col_neighborhood,col_sample_type,col_id,col_id_val,col_start,col_location,_col_location_latitude,_col_location_longitude,_col_location_altitude,_col_location_precision,col_weather,col_rainyest,col_rainweek,col_rainmon,col_pa_prox,col_pa_type,col_pa_type_other,col_pa_latrine_distance,col_bw_type,col_bw_type_other,col_bw_container,col_bw_container_lid,col_bw_cl_id,col_bw_cl_free,col_bw_cl_total,col_f_latrine_distance,col_p_type,col_p_type_other,col_p_num,col_dw_type,col_dw_type_other,col_dw_container,col_dw_container_lid,col_dw_id,col_dw_cl_free,col_dw_cl_total,col_l_toilet_type,col_l_toilet_type_other,col_l_toilet_stalls,col_l_toilet_feces,col_l_toilet_users,col_l_toilet_hw,col_s_type,col_s_type_other,col_d_water_level,col_d_water_flow,col_d_size,col_d_lining,col_d_lining_oth,col_d_feces,col_d_animals,col_d_schools,col_d_urban_ag,col_d_public_latrines,col_d_hh_latrines,col_d_shops,col_d_hh,col_d_hh_num,col_sf_type,col_sf_type_other,col_o_type,col_o_type_other,col_notes,col_enum,col_photo,__version__,meta/instanceID,_uuid,_submission_time,_tags,_notes
2017-10-27T15:20:06.000-04:00,subscriberid not found,simserial not found,enketo.sanipath.org:ytqR2j5axGiisKhP,2017-10-27T15:25:16.000-04:00,1,1,1011,1011,2017-04-09T10:53:00.000-04:00,23.82343781 90.3785641 -33.14141472 0,23.82343781,90.3785641,-33.14141472,0,2,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,1,1,1,n/a,0,0,0,0,1,0,0,1,4,n/a,n/a,n/a,n/a,Near latrine,"6,7",1,v9wkYGvi6LZk5JFVS8i29h,uuid:14ed5f07-4bb0-42e4-8e0d-673b7d2b58a7,14ed5f07-4bb0-42e4-8e0d-673b7d2b58a7,2017-10-27T19:25:23,,
2017-10-27T15:25:17.000-04:00,subscriberid not found,simserial not found,enketo.sanipath.org:ytqR2j5axGiisKhP,2017-10-27T15:28:00.000-04:00,1,9,1012,1012,2017-04-09T10:14:00.000-04:00,23.82336101 90.37883385 -36.03898857 0,23.82336101,90.37883385,-36.03898857,0,2,0,1,n/a,n/a,n/a,n/a,n/a,88,WASA Water stored in reserve,0,n/a,2,0.1,0.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,WASA water into dugewell,"6,7",1,v9wkYGvi6LZk5JFVS8i29h,uuid:4bf595a4-f39e-42e5-914e-17c77d371404,4bf595a4-f39e-42e5-914e-17c77d371404,2017-10-27T19:28:08,,
2017-10-27T15:28:02.000-04:00,subscriberid not found,simserial not found,enketo.sanipath.org:ytqR2j5axGiisKhP,2017-10-27T15:33:00.000-04:00,1,3,1013,1013,2017-04-09T11:06:00.000-04:00,23.8234779 90.37855349 -38.3182431 0,23.8234779,90.37855349,-38.3182431,0,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,0,n/a,2,0.1,0.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,trash present,"6,7",1,v9wkYGvi6LZk5JFVS8i29h,uuid:6ec99558-8085-47ae-b39c-0e97600be9ea,6ec99558-8085-47ae-b39c-0e97600be9ea,2017-10-27T19:33:08,,
2017-10-27T15:33:02.000-04:00,subscriberid not found,simserial not found,enketo.sanipath.org:ytqR2j5axGiisKhP,2017-10-27T15:35:42.000-04:00,1,1,1014,1014,2017-04-09T10:30:00.000-04:00,23.82363375 90.37811534 -47.46715604 0,23.82363375,90.37811534,-47.46715604,0,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,1,2,1,n/a,0,0,0,0,0,1,1,1,5,n/a,n/a,n/a,n/a,There are many people walking and kids playing here,"1,3",1,v9wkYGvi6LZk5JFVS8i29h,uuid:9e77977d-6e51-4338-a43c-543ea750d755,9e77977d-6e51-4338-a43c-543ea750d755,2017-10-27T19:35:50,,
2017-10-27T15:35:44.000-04:00,subscriberid not found,simserial not found,enketo.sanipath.org:ytqR2j5axGiisKhP,2017-10-27T15:47:28.000-04:00,1,8,1015,1015,2017-04-09T10:50:00.000-04:00,23.82371907 90.37811474 -49.43502905 0,23.82371907,90.37811474,-49.43502905,0,1,0,1,n/a,2,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,There are many kids playing and people are walking,"1,3",1,v9wkYGvi6LZk5JFVS8i29h,uuid:81904636-9765-4355-919b-3338fb23cbb9,81904636-9765-4355-919b-3338fb23cbb9,2017-10-27T19:47:36,,
2017-10-27T15:47:30.000-04:00,subscriberid not found,simserial not found,enketo.sanipath.org:ytqR2j5axGiisKhP,2017-10-27T15:50:09.000-04:00,1,1,1016,1016,2017-04-10T11:20:00.000-04:00,23.82445055 90.37829747 -46.85911348 0,23.82445055,90.37829747,-46.85911348,0,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,1,3,2,n/a,1,0,0,0,0,1,0,1,4,n/a,n/a,n/a,n/a,Near by household & toilet,4,1,v9wkYGvi6LZk5JFVS8i29h,uuid:7b4687ff-06c4-46e6-95c1-d2b2d1952cf1,7b4687ff-06c4-46e6-95c1-d2b2d1952cf1,2017-10-27T19:50:17,,
2017-10-27T15:50:12.000-04:00,subscriberid not found,simserial not found,enketo.sanipath.org:ytqR2j5axGiisKhP,2017-10-27T15:52:20.000-04:00,1,8,1017,1017,2017-04-10T10:27:00.000-04:00,23.82421172 90.37761896 -43.68917387 0,23.82421172,90.37761896,-43.68917387,0,1,0,1,n/a,1,1,n/a,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Near by household and children play,4,1,v9wkYGvi6LZk5JFVS8i29h,uuid:bb6a9ddb-23e0-47a4-93b8-2145a180b2e6,bb6a9ddb-23e0-47a4-93b8-2145a180b2e6,2017-10-27T19:52:28,,
2017-10-27T15:52:22.000-04:00,subscriberid not found,simserial not found,enketo.sanipath.org:ytqR2j5axGiisKhP,2017-10-27T15:55:40.000-04:00,1,9,1018,1018,2017-04-10T10:45:00.000-04:00,23.82419086 90.37766699 -42.75225495 0,23.82419086,90.37766699,-42.75225495,0,1,0,1,n/a,n/a,n/a,n/a,n/a,88,WASA watyer stored in reserve,1,1,2,0,0.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Near the bathing& near the toilet, and no drinking",4,1,v9wkYGvi6LZk5JFVS8i29h,uuid:e14e33a4-51f3-4af6-9230-f2409b92d5d0,e14e33a4-51f3-4af6-9230-f2409b92d5d0,2017-10-27T19:55:49,,
2017-10-27T15:55:43.000-04:00,subscriberid not found,simserial not found,enketo.sanipath.org:ytqR2j5axGiisKhP,2017-10-27T15:58:00.000-04:00,1,7,1019,1019,2017-04-10T10:16:00.000-04:00,23.82422623 90.37763447 -39.83392096 0,23.82422623,90.37763447,-39.83392096,0,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,1,0,12,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Larine door is cloth,"4,8",1,v9wkYGvi6LZk5JFVS8i29h,uuid:99601039-c28c-4dd0-bdb1-552de8097cfa,99601039-c28c-4dd0-bdb1-552de8097cfa,2017-10-27T19:58:09,,
2017-10-27T15:58:03.000-04:00,subscriberid not found,simserial not found,enketo.sanipath.org:ytqR2j5axGiisKhP,2017-10-27T16:01:00.000-04:00,1,9,1020,1020,2017-04-10T10:44:00.000-04:00,23.82418402 90.37856325 -62.76096144 0,23.82418402,90.37856325,-62.76096144,0,1,0,1,n/a,n/a,n/a,n/a,n/a,88,WASA water stored in reserve,1,0,2,0,0.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4 families use this water attached toilet,"1,3",1,v9wkYGvi6LZk5JFVS8i29h,uuid:cc9b9c7d-7ad0-4807-8786-0ed431049a8c,cc9b9c7d-7ad0-4807-8786-0ed431049a8c,2017-10-27T20:01:09,,
2017-10-27T16:01:03.000-04:00,subscriberid not found,simserial not found,enketo.sanipath.org:ytqR2j5axGiisKhP,2017-10-27T16:05:25.000-04:00,1,8,1021,1021,2017-04-10T10:28:00.000-04:00,23.8239494 90.37854249 -42.85837248 0,23.8239494,90.37854249,-42.85837248,0,1,0,1,n/a,2,2,n/a,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Lot of trash, kids play","1,3",1,v9wkYGvi6LZk5JFVS8i29h,uuid:56a628b2-c134-4bf2-8b31-676a797e66f2,56a628b2-c134-4bf2-8b31-676a797e66f2,2017-10-27T20:05:34,,
2017-10-27T16:05:28.000-04:00,subscriberid not found,simserial not found,enketo.sanipath.org:ytqR2j5axGiisKhP,2017-10-27T16:08:31.000-04:00,1,1,1022,1022,2017-04-10T23:30:00.000-04:00,23.82390651 90.37840719 -54.1835859 0,23.82390651,90.37840719,-54.1835859,0,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,1,2,1,n/a,0,1,0,0,1,1,0,1,4,n/a,n/a,n/a,n/a,Many people and kids playing nearby,"1,3",1,v9wkYGvi6LZk5JFVS8i29h,uuid:bbc80025-d75b-4754-a50f-d0cbb74739ca,bbc80025-d75b-4754-a50f-d0cbb74739ca,2017-10-27T20:08:40,,
2017-10-27T16:08:34.000-04:00,subscriberid not found,simserial not found,enketo.sanipath.org:ytqR2j5axGiisKhP,2017-10-27T16:10:47.000-04:00,1,3,1023,1023,2017-04-10T11:07:00.000-04:00,23.82407728 90.37837591 -45.87247824 0,23.82407728,90.37837591,-45.87247824,0,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,0,n/a,2,0.1,0.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,WASA water comes from flexible pipe,"1,3",1,v9wkYGvi6LZk5JFVS8i29h,uuid:cf97b546-8751-451c-ab8e-49b7911a2f5d,cf97b546-8751-451c-ab8e-49b7911a2f5d,2017-10-27T20:10:57,,
2017-10-27T16:10:51.000-04:00,subscriberid not found,simserial not found,enketo.sanipath.org:ytqR2j5axGiisKhP,2017-10-27T16:12:50.000-04:00,1,7,1024,1024,2017-04-10T10:10:00.000-04:00,23.82386435 90.37847716 -41.62967466 0,23.82386435,90.37847716,-41.62967466,0,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,2,2,40,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Many people use this latrine and trash present,"1,3",1,v9wkYGvi6LZk5JFVS8i29h,uuid:f4087b05-0a16-4a02-9a53-bcc71d669378,f4087b05-0a16-4a02-9a53-bcc71d669378,2017-10-27T20:12:59,,
2017-10-27T16:12:53.000-04:00,subscriberid not found,simserial not found,enketo.sanipath.org:ytqR2j5axGiisKhP,2017-10-27T16:19:21.000-04:00,1,7,1025,1025,2017-04-10T10:05:00.000-04:00,23.82344111 90.37853527 -43.76776787 0,23.82344111,90.37853527,-43.76776787,0,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,10,1,50,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Drain line near toilet,"6,7",1,v9wkYGvi6LZk5JFVS8i29h,uuid:4a49afc6-2e50-410a-8c38-ac39d75b8c72,4a49afc6-2e50-410a-8c38-ac39d75b8c72,2017-10-27T20:19:30,,
2017-10-27T16:19:24.000-04:00,subscriberid not found,simserial not found,enketo.sanipath.org:ytqR2j5axGiisKhP,2017-10-27T16:21:48.000-04:00,1,9,1026,1026,2017-04-10T10:43:00.000-04:00,23.82336953 90.37894249 -37.85763668 0,23.82336953,90.37894249,-37.85763668,0,1,0,1,n/a,n/a,n/a,n/a,n/a,88,WASA water stored in reserve,0,n/a,1,0,0.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Open drain in near,"6,7",1,v9wkYGvi6LZk5JFVS8i29h,uuid:3c11a0a7-add9-4af9-9296-303351ae2acd,3c11a0a7-add9-4af9-9296-303351ae2acd,2017-10-27T20:21:58,,
2017-10-27T16:21:52.000-04:00,subscriberid not found,simserial not found,enketo.sanipath.org:ytqR2j5axGiisKhP,2017-10-27T16:24:12.000-04:00,1,3,1027,1027,2017-04-10T11:09:00.000-04:00,23.82332082 90.37883936 -43.09877286 0,23.82332082,90.37883936,-43.09877286,0,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,0,n/a,1,0.1,0.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,drinking water and bathing water in same place but different way,"6,7",1,v9wkYGvi6LZk5JFVS8i29h,uuid:84a9df2e-eb85-4519-8096-a5dee0747127,84a9df2e-eb85-4519-8096-a5dee0747127,2017-10-27T20:24:22,,
2017-10-27T16:24:16.000-04:00,subscriberid not found,simserial not found,enketo.sanipath.org:ytqR2j5axGiisKhP,2017-10-27T16:25:56.000-04:00,1,8,1028,1028,2017-04-10T10:24:00.000-04:00,23.8231976 90.3787538 -36.85678989 0,23.8231976,90.3787538,-36.85678989,0,1,0,1,n/a,2,3,n/a,20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Near shop, near main road","6,7",1,v9wkYGvi6LZk5JFVS8i29h,uuid:87272cfd-065d-43a2-a864-b3be0ef4fa0e,87272cfd-065d-43a2-a864-b3be0ef4fa0e,2017-10-27T20:26:06,,
